investor_a,investor_b,startup_id,city
Inclimo Climate Tech Fund,K Fund,S2745,Stockholm
Inclimo Climate Tech Fund,Menlo Ventures,S2745,Stockholm
Inclimo Climate Tech Fund,Techstars,S2745,Stockholm
K Fund,Menlo Ventures,S2745,Stockholm
K Fund,Techstars,S2745,Stockholm
Menlo Ventures,Techstars,S2745,Stockholm
Benchmark,General Catalyst,S2746,Stockholm
Benchmark,ICONIQ Capital,S2746,Stockholm
Benchmark,Redpoint eventures Brazil,S2746,Stockholm
Benchmark,Y Combinator Summer 2020,S2746,Stockholm
General Catalyst,ICONIQ Capital,S2746,Stockholm
General Catalyst,Redpoint eventures Brazil,S2746,Stockholm
General Catalyst,Y Combinator Summer 2020,S2746,Stockholm
ICONIQ Capital,Redpoint eventures Brazil,S2746,Stockholm
ICONIQ Capital,Y Combinator Summer 2020,S2746,Stockholm
Redpoint eventures Brazil,Y Combinator Summer 2020,S2746,Stockholm
EQT Ventures,IonQ,S2747,Stockholm
EQT Ventures,Next Play Ventures,S2747,Stockholm
EQT Ventures,Northzone,S2747,Stockholm
EQT Ventures,Plug,S2747,Stockholm
EQT Ventures,Temasek Holdings,S2747,Stockholm
IonQ,Next Play Ventures,S2747,Stockholm
IonQ,Northzone,S2747,Stockholm
IonQ,Plug,S2747,Stockholm
IonQ,Temasek Holdings,S2747,Stockholm
Next Play Ventures,Northzone,S2747,Stockholm
Next Play Ventures,Plug,S2747,Stockholm
Next Play Ventures,Temasek Holdings,S2747,Stockholm
Northzone,Plug,S2747,Stockholm
Northzone,Temasek Holdings,S2747,Stockholm
Plug,Temasek Holdings,S2747,Stockholm
AMF,Alecta,S2748,Stockholm
AMF,Blackstone Group,S2748,Stockholm
AMF,Creandum,S2748,Stockholm
AMF,EQT Ventures,S2748,Stockholm
Alecta,Blackstone Group,S2748,Stockholm
Alecta,Creandum,S2748,Stockholm
Alecta,EQT Ventures,S2748,Stockholm
Blackstone Group,Creandum,S2748,Stockholm
Blackstone Group,EQT Ventures,S2748,Stockholm
Creandum,EQT Ventures,S2748,Stockholm
Almi Invest,Argand Partners,S2749,Stockholm
Almi Invest,European Union,S2749,Stockholm
Almi Invest,Sting,S2749,Stockholm
Almi Invest,Unconventional Ventures,S2749,Stockholm
Argand Partners,European Union,S2749,Stockholm
Argand Partners,Sting,S2749,Stockholm
Argand Partners,Unconventional Ventures,S2749,Stockholm
European Union,Sting,S2749,Stockholm
European Union,Unconventional Ventures,S2749,Stockholm
Sting,Unconventional Ventures,S2749,Stockholm
Acequia Capital (AceCap),EQT Ventures,S2750,Stockholm
Acequia Capital (AceCap),Kima Ventures,S2750,Stockholm
Acequia Capital (AceCap),Menlo Ventures,S2750,Stockholm
Acequia Capital (AceCap),NEA -  New Enterprise Associates,S2750,Stockholm
EQT Ventures,Kima Ventures,S2750,Stockholm
EQT Ventures,Menlo Ventures,S2750,Stockholm
EQT Ventures,NEA -  New Enterprise Associates,S2750,Stockholm
Kima Ventures,Menlo Ventures,S2750,Stockholm
Kima Ventures,NEA -  New Enterprise Associates,S2750,Stockholm
Menlo Ventures,NEA -  New Enterprise Associates,S2750,Stockholm
Atomico,General Catalyst,S2751,Stockholm
Atomico,Lakestar,S2751,Stockholm
Atomico,Lightspeed Venture Partners,S2751,Stockholm
Atomico,O.G. Venture Partners,S2751,Stockholm
General Catalyst,Lakestar,S2751,Stockholm
General Catalyst,Lightspeed Venture Partners,S2751,Stockholm
General Catalyst,O.G. Venture Partners,S2751,Stockholm
Lakestar,Lightspeed Venture Partners,S2751,Stockholm
Lakestar,O.G. Venture Partners,S2751,Stockholm
Lightspeed Venture Partners,O.G. Venture Partners,S2751,Stockholm
Anton Osika,Guillermo Rauch,S2752,Stockholm
Anton Osika,Paul Copplestone,S2752,Stockholm
Anton Osika,Tobias Lütke,S2752,Stockholm
Anton Osika,W1 Forward Accelerator Program - Batch 5,S2752,Stockholm
Guillermo Rauch,Paul Copplestone,S2752,Stockholm
Guillermo Rauch,Tobias Lütke,S2752,Stockholm
Guillermo Rauch,W1 Forward Accelerator Program - Batch 5,S2752,Stockholm
Paul Copplestone,Tobias Lütke,S2752,Stockholm
Paul Copplestone,W1 Forward Accelerator Program - Batch 5,S2752,Stockholm
Tobias Lütke,W1 Forward Accelerator Program - Batch 5,S2752,Stockholm
Balderton Capital,Eight Roads Ventures,S2753,Stockholm
Balderton Capital,F-Prime,S2753,Stockholm
Balderton Capital,Kreos Capital,S2753,Stockholm
Balderton Capital,Oxx,S2753,Stockholm
Eight Roads Ventures,F-Prime,S2753,Stockholm
Eight Roads Ventures,Kreos Capital,S2753,Stockholm
Eight Roads Ventures,Oxx,S2753,Stockholm
F-Prime,Kreos Capital,S2753,Stockholm
F-Prime,Oxx,S2753,Stockholm
Kreos Capital,Oxx,S2753,Stockholm
Baird Capital,Chengwei Capital,S2948,Guangzhou
Baird Capital,Hillhouse Investment,S2948,Guangzhou
Baird Capital,Sinovation Ventures,S2948,Guangzhou
Baird Capital,SoftBank Vision Fund,S2948,Guangzhou
Chengwei Capital,Hillhouse Investment,S2948,Guangzhou
Chengwei Capital,Sinovation Ventures,S2948,Guangzhou
Chengwei Capital,SoftBank Vision Fund,S2948,Guangzhou
Hillhouse Investment,Sinovation Ventures,S2948,Guangzhou
Hillhouse Investment,SoftBank Vision Fund,S2948,Guangzhou
Sinovation Ventures,SoftBank Vision Fund,S2948,Guangzhou
China Southern Power Grid,GoldStone Investment,S2949,Guangzhou
China Southern Power Grid,Guangzhou Automobile Group,S2949,Guangzhou
China Southern Power Grid,Invoke Capital,S2949,Guangzhou
China Southern Power Grid,Shenzhen Capital Group,S2949,Guangzhou
GoldStone Investment,Guangzhou Automobile Group,S2949,Guangzhou
GoldStone Investment,Invoke Capital,S2949,Guangzhou
GoldStone Investment,Shenzhen Capital Group,S2949,Guangzhou
Guangzhou Automobile Group,Invoke Capital,S2949,Guangzhou
Guangzhou Automobile Group,Shenzhen Capital Group,S2949,Guangzhou
Invoke Capital,Shenzhen Capital Group,S2949,Guangzhou
Bain Capital Life Sciences,Janus Henderson Investors,S2951,Guangzhou
Bain Capital Life Sciences,Legend Capital,S2951,Guangzhou
Bain Capital Life Sciences,Morningside,S2951,Guangzhou
Bain Capital Life Sciences,OrbiMed,S2951,Guangzhou
Janus Henderson Investors,Legend Capital,S2951,Guangzhou
Janus Henderson Investors,Morningside,S2951,Guangzhou
Janus Henderson Investors,OrbiMed,S2951,Guangzhou
Legend Capital,Morningside,S2951,Guangzhou
Legend Capital,OrbiMed,S2951,Guangzhou
Morningside,OrbiMed,S2951,Guangzhou
Crescent Point,M&L Healthcare Investments,S2952,Guangzhou
Crescent Point,ShenZhen GTJA Investment Group,S2952,Guangzhou
Crescent Point,Volcanics Venture,S2952,Guangzhou
Crescent Point,YungPark Capital,S2952,Guangzhou
M&L Healthcare Investments,ShenZhen GTJA Investment Group,S2952,Guangzhou
M&L Healthcare Investments,Volcanics Venture,S2952,Guangzhou
M&L Healthcare Investments,YungPark Capital,S2952,Guangzhou
ShenZhen GTJA Investment Group,Volcanics Venture,S2952,Guangzhou
ShenZhen GTJA Investment Group,YungPark Capital,S2952,Guangzhou
Volcanics Venture,YungPark Capital,S2952,Guangzhou
Boyuan Capital,CDF-Capital,S2953,Guangzhou
Boyuan Capital,Fosun Health Capital,S2953,Guangzhou
Boyuan Capital,Guangzhou Industrial Investment Group,S2953,Guangzhou
Boyuan Capital,Guoju Venture Capital,S2953,Guangzhou
CDF-Capital,Fosun Health Capital,S2953,Guangzhou
CDF-Capital,Guangzhou Industrial Investment Group,S2953,Guangzhou
CDF-Capital,Guoju Venture Capital,S2953,Guangzhou
Fosun Health Capital,Guangzhou Industrial Investment Group,S2953,Guangzhou
Fosun Health Capital,Guoju Venture Capital,S2953,Guangzhou
Guangzhou Industrial Investment Group,Guoju Venture Capital,S2953,Guangzhou
Gobi Partners,Greenwoods Asset Management,S2954,Guangzhou
Gobi Partners,Highland Europe,S2954,Guangzhou
Gobi Partners,UR HK,S2954,Guangzhou
Greenwoods Asset Management,Highland Europe,S2954,Guangzhou
Greenwoods Asset Management,UR HK,S2954,Guangzhou
Highland Europe,UR HK,S2954,Guangzhou
Acathia Capital,Alibaba Group,S2955,Guangzhou
Acathia Capital,HSG,S2955,Guangzhou
Acathia Capital,Innoangel Fund,S2955,Guangzhou
Acathia Capital,Qiming Venture Partners,S2955,Guangzhou
Alibaba Group,HSG,S2955,Guangzhou
Alibaba Group,Innoangel Fund,S2955,Guangzhou
Alibaba Group,Qiming Venture Partners,S2955,Guangzhou
HSG,Innoangel Fund,S2955,Guangzhou
HSG,Qiming Venture Partners,S2955,Guangzhou
Innoangel Fund,Qiming Venture Partners,S2955,Guangzhou
Apricot Capital,HSG,S2956,Guangzhou
Apricot Capital,Matrix Partners China,S2956,Guangzhou
Apricot Capital,Redhill Capital,S2956,Guangzhou
HSG,Matrix Partners China,S2956,Guangzhou
HSG,Redhill Capital,S2956,Guangzhou
Matrix Partners China,Redhill Capital,S2956,Guangzhou
